#Name,LogHD50,Co-solvent,SMILES,Reference
W0013,2.052,DMSO,O=C(N1C(=O)C(C(=O)[C@]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=C(O[H])C([H])([H])[H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"Chemical Modulation of the Biological Activity of Reutericyclin: a Membrane-Active Antibiotic from Lactobacillus reuteri, Cherian PT, Wu X, Maddox MM, Singh AP, Lee RE, Hurdle JG Sci Rep. 2014 Apr 17;4:4721."
W0014,1.653,DMSO,O=C(N1C(=O)C(C(=O)[C@]1([H])c2c([H])c([H])c(OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])=C(O[H])C([H])([H])[H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"Chemical Modulation of the Biological Activity of Reutericyclin: a Membrane-Active Antibiotic from Lactobacillus reuteri, Cherian PT, Wu X, Maddox MM, Singh AP, Lee RE, Hurdle JG Sci Rep. 2014 Apr 17;4:4721."
W0015,1.699,DMSO,[H][C@@]1(O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(N([H])[H])[C@@]1([H])O[H])C([H])([H])[S]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])O[C@]3([H])[C@@]([H])(O[H])[C@]([H])(O[C@@]2([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])N([H])[H])C([H])([H])N([H])[H])[C@@]([H])(N([H])[H])C([H])([H])[C@@]3([H])N([H])[H],"Synthesis and Bioactivities of Kanamycin B?\Derived Cationic Amphiphiles Fosso MY, Shrestha SK, Green KD, Garneau-Tsodikova S, J Med Chem. 2015 Dec 10;58(23):9124-9132."
W0016,1.602,DMSO,[H][C@@]1(O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(N([H])[H])[C@@]1([H])O[H])C([H])([H])[S]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])O[C@]3([H])[C@@]([H])(O[H])[C@]([H])(O[C@@]2([H])O[C@@]([H])([C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])N([H])[H])C([H])([H])N([H])[H])[C@@]([H])(N([H])[H])C([H])([H])[C@@]3([H])N([H])[H],"Synthesis and Bioactivities of Kanamycin B?\Derived Cationic Amphiphiles Fosso MY, Shrestha SK, Green KD, Garneau-Tsodikova S, J Med Chem. 2015 Dec 10;58(23):9124-9132."
W0023,2.11,,O=C(N([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])C2=C([H])C([H])=C([H])C([H])=C2[H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])([H])N(C(=O)C([H])([H])C([H])([H])C3=C([H])C([H])=C([H])C([H])=C3[H])[C@]([H])(C(=O)N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],"Lipidated Peptidomimetics with improved antimicrobial activity, Hu YG, Amin MN, Padhee S, Wang RS, Qiao Q, Bai G, Li YQ, Mathew A, Cao CH, Cai JF. J Med Chem Lett 2012, 8, 683-686."
W0025,1.989,,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N3[C@@]2([H])C([H])([H])C([H])([H])C3([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c4c([H])c([H])c(O[H])c([H])c4[H])C([H])([H])c5c([H])c([H])c([F])c([H])c5[H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])c6c([H])c([H])c([H])c([H])c6[H])C([H])([H])c7c([H])c([H])c([H])c([H])c7[H],"High-Throughput Synthesis and Screening of Cyclic Peptide Antibiotics, Xiao Q, Pei D. J Med Chem 2007, 50, 3132-3137."
W0026,0.204,,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]2([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c3c([H])c([H])c(O[H])c([H])c3[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C(=O)N([H])[H])C([H])([H])c4c([H])c([H])c([H])c([H])c4[H])C([H])([H])c5c([H])c([H])c([H])c([H])c5[H])C([H])([H])c6c([H])c([H])c([H])c([H])c6[H],"High-Throughput Synthesis and Screening of Cyclic Peptide Antibiotics, Xiao Q, Pei D. J Med Chem 2007, 50, 3132-3137."
W0027,1.679,,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]2([H])C([H])([H])c3c([H])c([H])c(O[H])c([H])c3[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c4c([H])c([H])c(O[H])c([H])c4[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])c5c([H])c([H])c([H])c([H])c5[H])C([H])([H])c6c([H])c([H])c([H])c([H])c6[H],"High-Throughput Synthesis and Screening of Cyclic Peptide Antibiotics, Xiao Q, Pei D. J Med Chem 2007, 50, 3132-3137."
W0034,1.708,,O=C2N([H])[C@@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)N([H])[C@]([H])(C(=O)N([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])C2([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c3c([H])c([H])c(O[H])c([H])c3[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])c4c([H])c([H])c([H])c([H])c4[H])C([H])([H])c5c([H])c([H])c([H])c([H])c5[H])C([H])([H])c6c([H])c([H])c([H])c([H])c6[H],"High-Throughput Synthesis and Screening of Cyclic Peptide Antibiotics, Xiao Q, Pei D. J Med Chem 2007, 50, 3132-3137."
W0037,1.525,,O=C1/C(=C(/O[H])C(=O)C([H])=C1OC([H])([H])[H])C([H])([H])[C@]3([C@@]2([H])[C@@](/C(=C(/[H])C([H])([H])C2([H])[H])C([H])([H])[H])(C([H])([H])C([H])([H])[C@]3([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Biological activities of marine sesquiterpenoid quinones: structure?Cactivity relationships in cytotoxic and hemolytic assays, Prokofeva NG, Utkina NK, Chaikina EL, Makarchenko AE., Comp Biochem Physiol B Biochem Mol Biol. 2004 Oct;139(2):169-173."
W0038,1.543,,O=C1/C(=C(/O[H])C(=O)C([H])=C1O[H])C([H])([H])[C@]3([C@@]2([H])[C@@](/C(=C(/[H])C([H])([H])C2([H])[H])C([H])([H])[H])(C([H])([H])C([H])([H])[C@]3([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Biological activities of marine sesquiterpenoid quinones: structure?Cactivity relationships in cytotoxic and hemolytic assays, Prokofeva NG, Utkina NK, Chaikina EL, Makarchenko AE., Comp Biochem Physiol B Biochem Mol Biol. 2004 Oct;139(2):169-173."
W0039,1.446,,O=C1/C(=C(/O[H])C(=O)C([H])=C1OC([H])([H])[H])C([H])([H])[C@]3([C@@]2([H])[C@@](/C(=C(\[H])[H])C([H])([H])C([H])([H])C2([H])[H])(C([H])([H])C([H])([H])[C@]3([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Biological activities of marine sesquiterpenoid quinones: structure?Cactivity relationships in cytotoxic and hemolytic assays, Prokofeva NG, Utkina NK, Chaikina EL, Makarchenko AE., Comp Biochem Physiol B Biochem Mol Biol. 2004 Oct;139(2):169-173."
W0040,1.863,,O=C1/C(=C(/O[H])C(=O)C([H])=C1N([H])[H])C([H])([H])[C@]3([C@@]2([H])[C@@](/C(=C(\[H])[H])C([H])([H])C([H])([H])C2([H])[H])(C([H])([H])C([H])([H])[C@]3([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Biological activities of marine sesquiterpenoid quinones: structure?Cactivity relationships in cytotoxic and hemolytic assays, Prokofeva NG, Utkina NK, Chaikina EL, Makarchenko AE., Comp Biochem Physiol B Biochem Mol Biol. 2004 Oct;139(2):169-173."
W0041,2.083,,O=C1/C(=C(/O[H])C(=O)C([H])=C1N([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]3([C@@]2([H])[C@@](/C(=C(\[H])[H])C([H])([H])C([H])([H])C2([H])[H])(C([H])([H])C([H])([H])[C@]3([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Biological activities of marine sesquiterpenoid quinones: structure?Cactivity relationships in cytotoxic and hemolytic assays, Prokofeva NG, Utkina NK, Chaikina EL, Makarchenko AE., Comp Biochem Physiol B Biochem Mol Biol. 2004 Oct;139(2):169-173."
W0042,2.164,,O=C1C(=C(C(=O)C([H])=C1N([H])[H])N([H])[H])C([H])([H])[C@]3([C@@]2([H])[C@@](/C(=C(\[H])[H])C([H])([H])C([H])([H])C2([H])[H])(C([H])([H])C([H])([H])[C@]3([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Biological activities of marine sesquiterpenoid quinones: structure?Cactivity relationships in cytotoxic and hemolytic assays, Prokofeva NG, Utkina NK, Chaikina EL, Makarchenko AE., Comp Biochem Physiol B Biochem Mol Biol. 2004 Oct;139(2):169-173."
W0043,1.543,,O=C1/C(=C(/O[H])C(=O)C([H])=C1O[H])C([H])([H])[C@]2(C3=C(C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[H])C(C([H])([H])C([H])([H])C3([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Biological activities of marine sesquiterpenoid quinones: structure?Cactivity relationships in cytotoxic and hemolytic assays, Prokofeva NG, Utkina NK, Chaikina EL, Makarchenko AE., Comp Biochem Physiol B Biochem Mol Biol. 2004 Oct;139(2):169-173."
W0044,1.622,,O=C1/C(=C(/O[H])C(=O)C([H])=C1OC([H])([H])[H])C([H])([H])[C@]2(C3=C(C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[H])C(C([H])([H])C([H])([H])C3([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Biological activities of marine sesquiterpenoid quinones: structure?Cactivity relationships in cytotoxic and hemolytic assays, Prokofeva NG, Utkina NK, Chaikina EL, Makarchenko AE., Comp Biochem Physiol B Biochem Mol Biol. 2004 Oct;139(2):169-173."
W0045,2.207,,O=C1/C(=C(/OC([H])([H])[H])C(=O)C([H])=C1OC([H])([H])[H])C([H])([H])[C@]2(C3=C(C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[H])C(C([H])([H])C([H])([H])C3([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],"Biological activities of marine sesquiterpenoid quinones: structure?Cactivity relationships in cytotoxic and hemolytic assays, Prokofeva NG, Utkina NK, Chaikina EL, Makarchenko AE., Comp Biochem Physiol B Biochem Mol Biol. 2004 Oct;139(2):169-173."
W0046,2.065,,O=C4C2=C(O[C@@]13[C@]([H])(C([H])([H])C([H])([H])[C@@]([H])([C@]1(C2([H])[H])C([H])([H])[H])C([H])([H])[H])C(C([H])([H])C([H])([H])C3([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)C([H])=C4O[H],"Biological activities of marine sesquiterpenoid quinones: structure?Cactivity relationships in cytotoxic and hemolytic assays, Prokofeva NG, Utkina NK, Chaikina EL, Makarchenko AE., Comp Biochem Physiol B Biochem Mol Biol. 2004 Oct;139(2):169-173."
W0047,2.048,,O=C4C2=C(O[C@@]13[C@]([H])(C([H])([H])C([H])([H])[C@@]([H])([C@]1(C2([H])[H])C([H])([H])[H])C([H])([H])[H])C(C([H])([H])C([H])([H])C3([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)C([H])=C4OC([H])([H])[H],"Biological activities of marine sesquiterpenoid quinones: structure?Cactivity relationships in cytotoxic and hemolytic assays, Prokofeva NG, Utkina NK, Chaikina EL, Makarchenko AE., Comp Biochem Physiol B Biochem Mol Biol. 2004 Oct;139(2):169-173."
W0048,2.164,,O=C4C2=C(O[C@@]13[C@]([H])(C([H])([H])C([H])([H])[C@@]([H])([C@]1(C2([H])[H])C([H])([H])[H])C([H])([H])[H])C(C([H])([H])C([H])([H])C3([H])[H])(C([H])([H])[H])C([H])([H])[H])C(=O)C([H])=C4N([H])[H],"Biological activities of marine sesquiterpenoid quinones: structure?Cactivity relationships in cytotoxic and hemolytic assays, Prokofeva NG, Utkina NK, Chaikina EL, Makarchenko AE., Comp Biochem Physiol B Biochem Mol Biol. 2004 Oct;139(2):169-173."
W0067,1.812,DMSO,O=C(c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N([H])c2c([H])c([H])c(c([H])c2[H])C(=O)N([H])C([H])([H])C([H])([H])N([H])[H],"Synthesis and antimicrobial activity of small cationic amphipathic aminobenzamide marine natural product mimics and evaluation of relevance against clinical isolates including ESBL?CCARBA producing multi-resistant bacteria, Igumnova EM, Mishchenko E, Haug T, Blencke HM, Sollid JUE, Fredheim EGA, Lauksund S, Stensv?g K, Str?m MB, Bioorg Med Chem. 2016 Nov 15;24(22):5884-5894."
W0068,1.842,DMSO,O=C(c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N([H])c2c([H])c([H])c(c([H])c2[H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],"Synthesis and antimicrobial activity of small cationic amphipathic aminobenzamide marine natural product mimics and evaluation of relevance against clinical isolates including ESBL?CCARBA producing multi-resistant bacteria, Igumnova EM, Mishchenko E, Haug T, Blencke HM, Sollid JUE, Fredheim EGA, Lauksund S, Stensv?g K, Str?m MB, Bioorg Med Chem. 2016 Nov 15;24(22):5884-5894."
W0073,1.984,DMSO,O=C(c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N(c2c([H])c([H])c(c([H])c2[H])C(=O)N([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])[H],"Synthesis and antimicrobial activity of small cationic amphipathic aminobenzamide marine natural product mimics and evaluation of relevance against clinical isolates including ESBL?CCARBA producing multi-resistant bacteria, Igumnova EM, Mishchenko E, Haug T, Blencke HM, Sollid JUE, Fredheim EGA, Lauksund S, Stensv?g K, Str?m MB, Bioorg Med Chem. 2016 Nov 15;24(22):5884-5894."
W0074,1.682,DMSO,O=C(c2c([H])c([H])c(C(=O)N([H])c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])N([H])C([H])([H])C([H])([H])N([H])[H],"Synthesis and antimicrobial activity of small cationic amphipathic aminobenzamide marine natural product mimics and evaluation of relevance against clinical isolates including ESBL?CCARBA producing multi-resistant bacteria, Igumnova EM, Mishchenko E, Haug T, Blencke HM, Sollid JUE, Fredheim EGA, Lauksund S, Stensv?g K, Str?m MB, Bioorg Med Chem. 2016 Nov 15;24(22):5884-5894."
W0075,1.798,DMSO,O=C(c2c([H])c([H])c(C(=O)N([H])c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])N([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],"Synthesis and antimicrobial activity of small cationic amphipathic aminobenzamide marine natural product mimics and evaluation of relevance against clinical isolates including ESBL?CCARBA producing multi-resistant bacteria, Igumnova EM, Mishchenko E, Haug T, Blencke HM, Sollid JUE, Fredheim EGA, Lauksund S, Stensv?g K, Str?m MB, Bioorg Med Chem. 2016 Nov 15;24(22):5884-5894."
W0078,1.956,DMSO,O=C(c2c([H])c(N([H])C(=O)c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2[H])N([H])C([H])([H])C([H])([H])N([H])[H],"Synthesis and antimicrobial activity of small cationic amphipathic aminobenzamide marine natural product mimics and evaluation of relevance against clinical isolates including ESBL?CCARBA producing multi-resistant bacteria, Igumnova EM, Mishchenko E, Haug T, Blencke HM, Sollid JUE, Fredheim EGA, Lauksund S, Stensv?g K, Str?m MB, Bioorg Med Chem. 2016 Nov 15;24(22):5884-5894."
W0079,1.856,DMSO,O=C(c2c([H])c(N([H])C(=O)c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2[H])N([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],"Synthesis and antimicrobial activity of small cationic amphipathic aminobenzamide marine natural product mimics and evaluation of relevance against clinical isolates including ESBL?CCARBA producing multi-resistant bacteria, Igumnova EM, Mishchenko E, Haug T, Blencke HM, Sollid JUE, Fredheim EGA, Lauksund S, Stensv?g K, Str?m MB, Bioorg Med Chem. 2016 Nov 15;24(22):5884-5894."
W0082,1.827,DMSO,O=C(c2c(N([H])C(=O)c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2[H])N([H])C([H])([H])C([H])([H])N([H])[H],"Synthesis and antimicrobial activity of small cationic amphipathic aminobenzamide marine natural product mimics and evaluation of relevance against clinical isolates including ESBL?CCARBA producing multi-resistant bacteria, Igumnova EM, Mishchenko E, Haug T, Blencke HM, Sollid JUE, Fredheim EGA, Lauksund S, Stensv?g K, Str?m MB, Bioorg Med Chem. 2016 Nov 15;24(22):5884-5894."
W0083,1.713,DMSO,O=C(c2c(N([H])C(=O)c1c([H])c(c([H])c(c1[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2[H])N([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],"Synthesis and antimicrobial activity of small cationic amphipathic aminobenzamide marine natural product mimics and evaluation of relevance against clinical isolates including ESBL?CCARBA producing multi-resistant bacteria, Igumnova EM, Mishchenko E, Haug T, Blencke HM, Sollid JUE, Fredheim EGA, Lauksund S, Stensv?g K, Str?m MB, Bioorg Med Chem. 2016 Nov 15;24(22):5884-5894."
